"date","geography","geography code","Rural Urban","Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: All persons; Economic Activity: Economically active; measures: Value","Sex: All persons; Economic Activity: Economically active: In employment; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value","Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value","Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value","Sex: All persons; Economic Activity: Economically Inactive; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value","Sex: All persons; Economic Activity: Long-term unemployed; measures: Value","Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Males; Economic Activity: Economically active; measures: Value","Sex: Males; Economic Activity: Economically active: In employment; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Males; Economic Activity: Economically Inactive; measures: Value","Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Males; Economic Activity: Economically inactive: Other; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Males; Economic Activity: Long-term unemployed; measures: Value","Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Females; Economic Activity: Economically active; measures: Value","Sex: Females; Economic Activity: Economically active: In employment; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Females; Economic Activity: Economically Inactive; measures: Value","Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Females; Economic Activity: Economically inactive: Other; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Females; Economic Activity: Long-term unemployed; measures: Value"
"2011","Isle of Anglesey","W06000001","Total",50818,33023,29423,6949,17274,5200,2381,1219,17795,10150,2266,1891,2592,896,654,478,303,1058,25392,17671,15670,1482,10499,3689,1506,495,7721,4512,1191,217,1417,384,418,326,176,617,25426,15352,13753,5467,6775,1511,875,724,10074,5638,1075,1674,1175,512,236,152,127,441
"2011","Gwynedd","W06000002","Total",88913,57995,51063,12300,27834,10929,3176,3756,30918,14561,7814,3062,3867,1614,944,637,396,1234,44474,30877,27177,2730,16590,7857,2072,1628,13597,6373,4016,354,2132,722,597,443,239,798,44439,27118,23886,9570,11244,3072,1104,2128,17321,8188,3798,2708,1735,892,347,194,157,436
"2011","Conwy","W06000003","Total",81906,53792,48239,12398,26697,9144,3362,2191,28114,16178,3453,2684,4363,1436,919,707,387,1439,40278,28172,24955,3039,15412,6504,2203,1014,12106,6976,1750,362,2340,678,618,509,258,920,41628,25620,23284,9359,11285,2640,1159,1177,16008,9202,1703,2322,2023,758,301,198,129,519
"2011","Denbighshire","W06000004","Total",67676,44409,39788,9696,23121,6971,2857,1764,23267,12487,3239,2314,4088,1139,960,537,417,1111,33326,23251,20628,2259,13388,4981,1839,784,10075,5410,1601,340,2186,538,659,371,284,654,34350,21158,19160,7437,9733,1990,1018,980,13192,7077,1638,1974,1902,601,301,166,133,457
"2011","Flintshire","W06000005","Total",112325,78957,71539,16875,45785,8879,4332,3086,33368,18839,4240,3858,4829,1602,1384,872,532,1621,55843,41900,37882,3127,28373,6382,2665,1353,13943,8294,2126,367,2438,718,904,597,335,938,56482,37057,33657,13748,17412,2497,1667,1733,19425,10545,2114,3491,2391,884,480,275,197,683
"2011","Wrexham","W06000006","Total",98691,68413,61123,14567,39011,7545,4128,3162,30278,14983,4409,3799,5269,1818,1251,750,573,1690,49468,36463,32364,2746,24179,5439,2583,1516,13005,6619,2334,456,2777,819,785,521,362,994,49223,31950,28759,11821,14832,2106,1545,1646,17273,8364,2075,3343,2492,999,466,229,211,696
"2011","Powys","W06000023","Total",96069,66846,61870,13955,31210,16705,2928,2048,29223,17283,3539,3036,3926,1439,937,659,372,1095,47988,35712,33180,2748,18624,11808,1689,843,12276,7445,1804,333,2008,686,603,401,220,606,48081,31134,28690,11207,12586,4897,1239,1205,16947,9838,1735,2703,1918,753,334,258,152,489
"2011","Ceredigion","W06000008","Total",57405,35064,30031,6612,15161,8258,1469,3564,22341,9550,7835,1610,2521,825,429,346,177,586,28932,18603,16067,1595,8808,5664,898,1638,10329,4205,4176,197,1375,376,288,215,122,335,28473,16461,13964,5017,6353,2594,571,1926,12012,5345,3659,1413,1146,449,141,131,55,251
"2011","Pembrokeshire","W06000009","Total",88049,58120,52601,13507,27231,11863,3555,1964,29929,16505,3311,3766,4693,1654,1121,730,438,1273,43273,31035,28024,2802,17156,8066,2226,785,12238,7109,1675,361,2370,723,722,499,273,718,44776,27085,24577,10705,10075,3797,1329,1179,17691,9396,1636,3405,2323,931,399,231,165,555
"2011","Carmarthenshire","W06000010","Total",132930,86217,77956,18475,44839,14642,4962,3299,46713,24097,5992,5007,9055,2562,1612,920,726,2018,65415,45317,40860,4195,26378,10287,3101,1356,20098,10713,3080,664,4537,1104,1052,644,448,1196,67515,40900,37096,14280,18461,4355,1861,1943,26615,13384,2912,4343,4518,1458,560,276,278,822
"2011","Swansea","W06000011","Total",176971,111460,96413,25141,59606,11666,6831,8216,65511,27684,15342,6565,12146,3774,2036,1106,986,2509,88338,58908,50689,5995,36212,8482,4441,3778,29430,11781,8776,826,6259,1788,1302,807,589,1531,88633,52552,45724,19146,23394,3184,2390,4438,36081,15903,6566,5739,5887,1986,734,299,397,978
"2011","Neath Port Talbot","W06000012","Total",102986,64110,57220,14335,36977,5908,4630,2260,38876,17837,4397,4446,9839,2357,1548,747,673,1706,51048,34308,30365,2851,23228,4286,3027,916,16740,7932,2279,645,4837,1047,1022,561,423,995,51938,29802,26855,11484,13749,1622,1603,1344,22136,9905,2118,3801,5002,1310,526,186,250,711
"2011","Bridgend","W06000013","Total",102805,66449,59433,14633,38066,6734,4687,2329,36356,17204,4228,3986,7899,3039,1514,766,664,1858,51201,35394,31436,3041,23450,4945,2988,970,15807,7339,2157,508,3951,1852,971,532,422,1105,51604,31055,27997,11592,14616,1789,1699,1359,20549,9865,2071,3478,3948,1187,543,234,242,753
"2011","Vale of Glamorgan","W06000014","Total",91816,63384,57143,13657,34955,8531,3956,2285,28432,14912,4235,3362,4414,1509,1157,789,513,1623,45081,33427,29842,2867,21062,5913,2528,1057,11654,6311,2104,327,2248,664,772,548,318,952,46735,29957,27301,10790,13893,2618,1428,1228,16778,8601,2131,3035,2166,845,385,241,195,671
"2011","Cardiff","W06000015","Total",260268,174753,147955,32468,97170,18317,11566,15232,85515,27061,28383,10403,13477,6191,3465,1859,2097,4356,128943,91824,77587,8271,56151,13165,7323,6914,37119,11561,14367,1106,7213,2872,2220,1280,1251,2703,131325,82929,70368,24197,41019,5152,4243,8318,48396,15500,14016,9297,6264,3319,1245,579,846,1653
"2011","Rhondda Cynon Taff","W06000016","Total",172047,108730,95326,23068,61225,11033,8104,5300,63317,27595,9914,7007,14854,3947,2824,1177,1464,3332,85011,57630,50062,4561,37039,8462,5175,2393,27381,12112,5165,926,7594,1584,1852,846,882,2016,87036,51100,45264,18507,24186,2571,2929,2907,35936,15483,4749,6081,7260,2363,972,331,582,1316
"2011","Merthyr Tydfil","W06000024","Total",43377,27833,24285,5913,15882,2490,2481,1067,15544,6690,2078,1678,4107,991,842,379,476,1082,21372,14658,12732,1358,9474,1900,1516,410,6714,2951,1008,227,2086,442,521,253,277,619,22005,13175,11553,4555,6408,590,965,657,8830,3739,1070,1451,2021,549,321,126,199,463
"2011","Caerphilly","W06000018","Total",130950,84932,75354,17292,50160,7902,6731,2847,46018,21032,5869,5645,10731,2741,2335,992,1240,2915,64530,45160,39786,3574,30257,5955,4262,1112,19370,9075,2806,779,5535,1175,1513,688,785,1724,66420,39772,35568,13718,19903,1947,2469,1735,26648,11957,3063,4866,5196,1566,822,304,455,1191
"2011","Blaenau Gwent","W06000019","Total",51809,32145,27516,6763,18147,2606,3557,1072,19664,8709,2245,2312,4995,1403,1164,534,703,1583,25773,17246,14543,1507,11078,1958,2238,465,8527,3968,1054,297,2610,598,764,356,395,961,26036,14899,12973,5256,7069,648,1319,607,11137,4741,1191,2015,2385,805,400,178,308,622
"2011","Torfaen","W06000020","Total",66107,43820,38965,9535,25574,3856,3163,1692,22287,11115,2662,2897,4410,1203,1088,502,472,1269,32485,22955,20361,1981,15509,2871,1914,680,9530,4934,1348,418,2307,523,676,345,284,731,33622,20865,18604,7554,10065,985,1249,1012,12757,6181,1314,2479,2103,680,412,157,188,538
"2011","Monmouthshire","W06000021","Total",66107,45272,41554,9352,24246,7956,2217,1501,20835,11640,2838,2426,2646,1285,735,454,309,821,32871,24120,22114,1878,14868,5368,1352,654,8751,4984,1473,238,1344,712,505,270,211,472,33236,21152,19440,7474,9378,2588,865,847,12084,6656,1365,2188,1302,573,230,184,98,349
"2011","Newport","W06000022","Total",105141,71011,61602,15531,39177,6894,5616,3793,34130,15389,5591,4642,6039,2469,1853,879,1033,2249,51797,37559,32377,3445,23886,5046,3424,1758,14238,6769,2829,499,3134,1007,1148,598,607,1307,53344,33452,29225,12086,15291,1848,2192,2035,19892,8620,2762,4143,2905,1462,705,281,426,942
