x,y,geography code,year
-10.581892,10.136691,E09000020,2021
-11.078896,11.064382,E09000021,2021
-5.506785,6.5856075,E09000022,2021
-5.234674,6.17213,E09000023,2021
-9.518181,10.8514185,E09000024,2021
-5.45209,6.808568,E09000025,2021
-6.155909,7.891229,E09000026,2021
-10.460104,11.300809,E09000027,2021
-6.027016,7.1359735,E09000028,2021
-10.371069,11.536215,E09000029,2021
-5.8538175,7.8787284,E09000030,2021
-8.228691,10.242789,E09000031,2021
-7.0074396,10.083461,E09000032,2021
-6.956287,7.8507185,E09000033,2021
-13.52629,10.243108,W06000001,2021
-13.065252,11.160558,W06000002,2021
-13.074977,11.076151,W06000003,2021
-13.368167,10.760549,W06000004,2021
-12.190958,11.549627,W06000005,2021
-12.742493,11.381122,W06000006,2021
-13.5471325,10.3503275,W06000008,2021
-12.9100685,11.163461,W06000009,2021
-11.391752,11.848464,W06000010,2021
-10.332574,12.655801,W06000011,2021
-12.53951,11.38845,W06000012,2021
-12.47005,11.455979,W06000013,2021
-12.75667,11.290277,W06000014,2021
-7.603963,12.7555895,W06000015,2021
-10.154079,12.301784,W06000016,2021
-11.699736,11.737641,W06000018,2021
-13.547384,10.219216,W06000019,2021
-13.405149,10.70054,W06000020,2021
-13.342003,10.699946,W06000021,2021
-12.326256,11.795246,W06000022,2021
-12.633938,11.257135,W06000023,2021
-13.542382,10.030177,W06000024,2021
